timestamp,open,high,low,close
2025-02-05 12:00:00,97905.0,98235.0,97351.0,98193.0
2025-02-05 16:00:00,98305.0,98904.0,97980.0,98193.0
2025-02-05 20:00:00,97798.0,98222.0,96574.0,97354.0
2025-02-06 00:00:00,97378.0,97723.0,96212.0,96583.0
2025-02-06 04:00:00,96613.0,97514.0,96613.0,97377.0
2025-02-06 08:00:00,97355.0,98456.0,97305.0,98232.0
2025-02-06 12:00:00,98251.0,99132.0,98014.0,99111.0
2025-02-06 16:00:00,98902.0,99062.0,97011.0,97051.0
2025-02-06 20:00:00,97233.0,97523.0,95820.0,96106.0
2025-02-07 00:00:00,95967.0,96960.0,95967.0,96635.0
2025-02-07 04:00:00,96568.0,97720.0,96453.0,97442.0
2025-02-07 08:00:00,97517.0,97839.0,96719.0,96759.0
2025-02-07 12:00:00,96766.0,97738.0,96688.0,97697.0
2025-02-07 16:00:00,97760.0,100097.0,97456.0,98343.0
2025-02-07 20:00:00,98082.0,98356.0,96988.0,97027.0
2025-02-08 00:00:00,96896.0,96896.0,95676.0,96558.0
2025-02-08 04:00:00,96480.0,96870.0,96457.0,96675.0
2025-02-08 08:00:00,96713.0,96713.0,95861.0,96321.0
2025-02-08 12:00:00,96224.0,96250.0,95878.0,96004.0
2025-02-08 16:00:00,96205.0,96470.0,95687.0,95802.0
2025-02-08 20:00:00,95837.0,96755.0,95783.0,96563.0
2025-02-09 00:00:00,96646.0,96707.0,96377.0,96558.0
2025-02-09 04:00:00,96454.0,97273.0,96408.0,97225.0
2025-02-09 08:00:00,97317.0,97317.0,96826.0,97105.0
2025-02-09 12:00:00,97117.0,97261.0,96615.0,96662.0
2025-02-09 16:00:00,96603.0,96735.0,95867.0,96541.0
2025-02-09 20:00:00,96499.0,96557.0,95929.0,96038.0
2025-02-10 00:00:00,96097.0,96561.0,94761.0,96549.0
2025-02-10 04:00:00,96520.0,97053.0,95524.0,96805.0
2025-02-10 08:00:00,96878.0,97475.0,96835.0,97451.0
2025-02-10 12:00:00,97464.0,97953.0,97464.0,97731.0
2025-02-10 16:00:00,97778.0,98334.0,96882.0,97298.0
2025-02-10 20:00:00,97252.0,97629.0,96947.0,97361.0
2025-02-11 00:00:00,97367.0,97501.0,97151.0,97400.0
2025-02-11 04:00:00,97465.0,98098.0,97465.0,97548.0
2025-02-11 08:00:00,97608.0,98467.0,97578.0,98311.0
2025-02-11 12:00:00,98292.0,98306.0,97897.0,98218.0
2025-02-11 16:00:00,98146.0,98146.0,96742.0,97108.0
2025-02-11 20:00:00,97021.0,97039.0,94899.0,95161.0
2025-02-12 00:00:00,95017.0,96481.0,95017.0,95740.0
2025-02-12 04:00:00,95743.0,96201.0,95229.0,95372.0
2025-02-12 08:00:00,95448.0,96167.0,95275.0,95946.0
2025-02-12 12:00:00,96192.0,96411.0,95936.0,96069.0
2025-02-12 16:00:00,96109.0,96531.0,94120.0,95854.0
2025-02-12 20:00:00,95539.0,97568.0,95313.0,97184.0
2025-02-13 00:00:00,97207.0,98098.0,96869.0,97836.0
2025-02-13 04:00:00,97887.0,98089.0,97437.0,97546.0
2025-02-13 08:00:00,97484.0,97486.0,95903.0,96053.0
2025-02-13 12:00:00,96037.0,96348.0,95835.0,95835.0
2025-02-13 16:00:00,95947.0,96413.0,95475.0,95917.0
2025-02-13 20:00:00,95804.0,96393.0,95410.0,95636.0
2025-02-14 00:00:00,95641.0,96721.0,95641.0,96562.0
2025-02-14 04:00:00,96655.0,97231.0,96431.0,97231.0
2025-02-14 08:00:00,97152.0,97196.0,96603.0,97005.0
2025-02-14 12:00:00,97027.0,97165.0,96824.0,96876.0
2025-02-14 16:00:00,96902.0,97509.0,96353.0,97027.0
2025-02-14 20:00:00,96961.0,98624.0,96546.0,97758.0
2025-02-15 00:00:00,97961.0,98109.0,96849.0,97488.0
2025-02-15 04:00:00,97526.0,97965.0,97270.0,97687.0
2025-02-15 08:00:00,97680.0,97803.0,97379.0,97385.0
2025-02-15 12:00:00,97402.0,97727.0,97308.0,97654.0
2025-02-15 16:00:00,97599.0,97894.0,97472.0,97619.0
2025-02-15 20:00:00,97641.0,97690.0,97328.0,97544.0
2025-02-16 00:00:00,97589.0,97744.0,97420.0,97570.0
2025-02-16 04:00:00,97629.0,97716.0,97471.0,97544.0
2025-02-16 08:00:00,97557.0,97648.0,97364.0,97364.0
2025-02-16 12:00:00,97231.0,97386.0,97100.0,97289.0
2025-02-16 16:00:00,97336.0,97336.0,96732.0,96985.0
2025-02-16 20:00:00,96965.0,97179.0,96777.0,97020.0
2025-02-17 00:00:00,97058.0,97207.0,96125.0,96149.0
2025-02-17 04:00:00,96123.0,96564.0,96095.0,96194.0
2025-02-17 08:00:00,96229.0,96424.0,95880.0,95982.0
2025-02-17 12:00:00,96103.0,96391.0,95979.0,96049.0
2025-02-17 16:00:00,96071.0,96915.0,95761.0,95761.0
2025-02-17 20:00:00,95602.0,95845.0,95243.0,95582.0
2025-02-18 00:00:00,95517.0,96394.0,95517.0,95776.0
2025-02-18 04:00:00,95785.0,96283.0,95551.0,96218.0
2025-02-18 08:00:00,96189.0,96269.0,95267.0,95437.0
2025-02-18 12:00:00,95467.0,95868.0,95117.0,95627.0
2025-02-18 16:00:00,95617.0,96663.0,95318.0,95438.0
2025-02-18 20:00:00,95429.0,95638.0,93435.0,94289.0
2025-02-19 00:00:00,94055.0,95520.0,93798.0,95496.0
2025-02-19 04:00:00,95614.0,95899.0,95019.0,95695.0
2025-02-19 08:00:00,95654.0,95791.0,95018.0,95766.0
2025-02-19 12:00:00,95646.0,96484.0,95591.0,96387.0
2025-02-19 16:00:00,96414.0,96604.0,95664.0,96127.0
2025-02-19 20:00:00,95947.0,96468.0,95613.0,96125.0
2025-02-20 00:00:00,96157.0,96806.0,96097.0,96555.0
2025-02-20 04:00:00,96636.0,97275.0,96465.0,97070.0
2025-02-20 08:00:00,97061.0,97327.0,96835.0,97005.0
2025-02-20 12:00:00,96819.0,97407.0,96819.0,97200.0
2025-02-20 16:00:00,97248.0,98031.0,96945.0,97025.0
2025-02-20 20:00:00,96876.0,98505.0,96876.0,98446.0
2025-02-21 00:00:00,98432.0,98758.0,98022.0,98384.0
2025-02-21 04:00:00,98337.0,98529.0,98117.0,98142.0
2025-02-21 08:00:00,98242.0,98581.0,98165.0,98239.0
2025-02-21 12:00:00,98191.0,98960.0,98163.0,98659.0
2025-02-21 16:00:00,98641.0,99504.0,97416.0,98200.0
2025-02-21 20:00:00,97927.0,98691.0,95240.0,95530.0
2025-02-22 00:00:00,95188.0,96144.0,94909.0,96135.0
2025-02-22 04:00:00,95957.0,96449.0,95757.0,96256.0
2025-02-22 08:00:00,96308.0,96565.0,96304.0,96328.0
2025-02-22 12:00:00,96305.0,96580.0,96136.0,96577.0
2025-02-22 16:00:00,96595.0,96881.0,96502.0,96656.0
2025-02-22 20:00:00,96583.0,96780.0,96394.0,96646.0
2025-02-23 00:00:00,96631.0,96685.0,96518.0,96564.0
2025-02-23 04:00:00,96526.0,96653.0,96413.0,96457.0
2025-02-23 08:00:00,96433.0,96572.0,96198.0,96519.0
2025-02-23 12:00:00,96532.0,96532.0,96106.0,96106.0
2025-02-23 16:00:00,96114.0,96153.0,95501.0,95517.0
2025-02-23 20:00:00,95433.0,95871.0,95247.0,95749.0
2025-02-24 00:00:00,95725.0,96327.0,95585.0,96327.0
2025-02-24 04:00:00,96265.0,96481.0,95330.0,95492.0
2025-02-24 08:00:00,95445.0,95937.0,95113.0,95903.0
2025-02-24 12:00:00,95902.0,96110.0,95391.0,95872.0
2025-02-24 16:00:00,95833.0,95998.0,93878.0,94005.0
2025-02-24 20:00:00,94249.0,95140.0,93776.0,93958.0
2025-02-25 00:00:00,93871.0,94587.0,91397.0,91397.0
2025-02-25 04:00:00,91582.0,92504.0,90951.0,92350.0
2025-02-25 08:00:00,92106.0,92274.0,88615.0,89632.0
2025-02-25 12:00:00,89091.0,89962.0,87115.0,89177.0
